customer_id,first_name,last_name,email,signup_date,age,loyalty_tier,is_student,home_city,home_region
108,Evelyn,Mason,zacharycook@gmail.com,2022-07-27,18,Bronze,0,Thomasborough,North Carolina
109,Jeanette,Vargas,karen71@cunningham-johnson.info,2022-09-27,31,Gold,0,Williamsborough,Michigan
110,Jaime,Steele,michael69@hotmail.com,2024-09-14,45,Silver,0,Kennethbury,Missouri
111,Roger,Harmon,caldwellbrian@harris.org,2021-12-12,39,Bronze,0,Rachelhaven,New Hampshire
112,Jeremiah,Hess,rpratt@gmail.com,2023-06-28,39,Silver,0,New Randallhaven,Arizona
113,Shelley,Sanders,colinnguyen@gmail.com,2024-03-12,69,Bronze,0,Howellton,Florida
114,Amber,Murray,wardcindy@gmail.com,2024-08-20,60,Bronze,0,Vangfurt,South Carolina
115,Kevin,Crane,amy26@schneider.com,2025-08-01,70,Bronze,1,Robertsmouth,Alaska
116,Patricia,Leon,debra92@gmail.com,2023-02-12,56,Bronze,0,Jasonburgh,New Mexico
117,Isaac,Smith,tony23@boone.com,2023-05-07,69,Bronze,0,Underwoodton,Arizona
118,Tonya,Camacho,zmcdaniel@hotmail.com,2023-03-26,57,Silver,1,Warrenhaven,Arkansas
119,Adam,Acosta,maryle@wilson-reed.net,2025-05-16,59,Bronze,0,Melissaview,Hawaii
120,Danielle,Schwartz,crichmond@yahoo.com,2022-09-29,36,Bronze,0,Annastad,South Carolina
121,Stephen,Morris,jessica93@campbell.net,2025-05-08,54,Bronze,0,Bradleyland,Alabama
122,Jonathan,Randall,emily66@yahoo.com,2021-12-05,26,Silver,0,Port Amandastad,Rhode Island
123,Sharon,Warren,francoanthony@williamson.biz,2024-03-08,18,Bronze,0,Lake Christopher,Colorado
124,Andrew,Allen,mitchell66@gmail.com,2025-04-11,71,Silver,0,North Meghantown,California
125,Jesse,Allen,hhudson@gmail.com,2022-03-01,70,Silver,0,East Michelle,Georgia
126,Miguel,Ware,singhmichael@farley.net,2024-02-04,22,Silver,0,South Bruce,Illinois
127,Diana,Soto,qriggs@mays.com,2023-05-28,29,Silver,0,South Toddland,Nebraska
128,Lucas,Johnson,leonardtammy@stevens.com,2023-04-29,39,Bronze,0,Brennanberg,Tennessee
129,Alexis,Gray,byrdjoy@bailey-turner.org,2023-12-20,22,Bronze,0,Lake Laurabury,Hawaii
130,Tanya,Bruce,xthomas@yahoo.com,2025-04-29,69,Bronze,0,Lake Katherine,Utah
131,Jennifer,Gonzalez,tannermary@ortega.com,2025-09-09,43,Bronze,0,North Melissa,Kentucky
132,Gabriela,Costa,brian95@dean.com,2022-12-03,50,Bronze,0,Johnview,Maryland
133,Andrew,Carey,dsimpson@hotmail.com,2022-12-13,27,Gold,1,Mooreview,Connecticut
134,Morgan,Peterson,ryandoyle@yahoo.com,2022-03-10,69,Bronze,0,North Thomasfort,Nebraska
135,Clinton,Solis,clarkchristopher@adams.com,2024-01-16,49,Gold,0,Port Valeriestad,Alaska
136,Jamie,Ortiz,dylan81@warren.info,2024-09-15,21,Silver,1,Williamsfurt,Alabama
137,Amber,Murphy,tanya10@day-huber.com,2024-05-29,19,Bronze,0,Alexishaven,Arizona
138,Tara,Haas,dorothyholmes@yahoo.com,2023-09-04,44,Gold,0,Port Miranda,Ohio
139,Alec,Shaw,hawkinsluis@schmidt-villa.com,2025-08-31,52,Silver,0,West Stacy,Arizona
140,Mario,Johnson,ejordan@yahoo.com,2024-01-04,68,Gold,0,South Christopher,Mississippi
141,Luis,Smith,wsmith@hotmail.com,2023-04-24,18,Platinum,1,Port Jimmy,Illinois
142,Beth,Morales,albertjones@hotmail.com,2023-02-15,61,Bronze,0,Barajasstad,Arkansas
143,Sabrina,Banks,chelsea18@burns.org,2025-07-09,63,Bronze,0,Piercebury,Hawaii
144,Dawn,Vasquez,martinwoods@harrington-ellison.net,2024-10-04,52,Bronze,0,New Stevenchester,Montana
145,Nicole,Daniels,ksweeney@davis-phillips.com,2022-12-21,46,Gold,0,Jenniferstad,Tennessee
146,Melanie,Cline,eric20@gmail.com,2025-09-18,51,Bronze,0,West Andrea,Rhode Island
147,Mackenzie,Oconnell,jfrench@gmail.com,2023-08-11,70,Bronze,1,North Scott,South Dakota
148,Shannon,Campbell,yodermaria@white.com,2022-01-13,73,Silver,0,Timothyton,Iowa
149,Kimberly,Guzman,lauraward@hotmail.com,2023-02-13,74,Silver,0,New Daniel,New Hampshire
150,Todd,Daniels,brandonsmith@gmail.com,2024-06-15,41,Gold,1,Johnshire,Delaware
151,Derek,Novak,schmidtmichelle@yahoo.com,2025-09-10,65,Bronze,0,Lake Jamesland,Utah
152,Susan,Gonzalez,dmckinney@smith.info,2024-05-10,49,Bronze,1,Robertport,Ohio
153,Sherry,Brown,madison64@lopez.com,2023-07-14,54,Bronze,0,Megantown,Ohio
154,Amber,Lawrence,anthony12@hernandez.info,2022-12-18,40,Silver,0,Kendraland,Wyoming
155,Seth,Howe,schroederdebra@miller.com,2022-04-04,34,Silver,0,Jessicabury,Louisiana
156,Tammy,Peterson,orozcodanielle@hotmail.com,2022-10-07,42,Bronze,1,Kevinmouth,Virginia
157,John,White,amber61@gmail.com,2023-06-24,66,Bronze,1,New Kelly,Virginia
158,David,Webb,patrickmooney@hoffman.com,2024-11-08,36,Bronze,0,East Christopher,Ohio
159,Kaylee,Clark,zpham@myers-horton.com,2023-06-18,31,Silver,0,South Darrylfort,Oklahoma
160,Bradley,Miller,mark03@yahoo.com,2021-12-07,64,Bronze,0,Gonzalesburgh,Delaware
161,Joyce,Lee,tanya78@yahoo.com,2022-10-01,29,Bronze,0,Thomasmouth,Utah
162,Andrew,Hicks,smithmary@sanchez.com,2023-05-09,53,Gold,0,Brianshire,Arkansas
163,Russell,Zamora,michaelsimpson@washington.info,2022-07-15,56,Bronze,0,Port William,Wyoming
164,Jacqueline,Collins,kennethroberts@french-lang.com,2022-03-06,56,Platinum,0,Rebeccastad,Indiana
165,Amy,Ramos,brooksnicole@gmail.com,2021-11-03,52,Gold,0,South Jared,Georgia
166,Paula,Hernandez,roger67@olson-santana.info,2024-01-15,35,Platinum,0,Taylormouth,South Dakota
167,Dawn,Murphy,mark48@gmail.com,2022-07-28,61,Gold,0,Richardsborough,Tennessee
168,Ryan,Hernandez,williamjones@stokes-ashley.com,2025-05-12,63,Silver,0,New Samuel,Kentucky
169,Jacob,Edwards,patriciawilliams@yahoo.com,2023-12-09,67,Gold,0,New Jenna,Montana
170,Curtis,Castro,knelson@gmail.com,2024-10-24,46,Bronze,1,Port Brandontown,Kansas
171,Gerald,Carson,walshbeth@rogers.com,2024-11-14,65,Gold,1,North Jameschester,Illinois
172,Mary,Wade,williamlittle@barber-johnson.com,2023-06-16,34,Gold,1,Sheilashire,Indiana
173,Kristine,Clements,djames@yahoo.com,2022-05-29,21,Bronze,0,Port Michaelview,North Dakota
174,Holly,Becker,laura61@hotmail.com,2024-05-03,36,Silver,0,Brittanyberg,Wisconsin
175,Chase,Knight,lhorne@hotmail.com,2022-06-03,44,Bronze,0,Schmidttown,South Carolina
176,Sheila,Combs,lynn52@gillespie.org,2023-03-08,20,Bronze,0,Theresaburgh,North Dakota
177,Lisa,Obrien,atkinsjessica@yahoo.com,2021-10-31,37,Bronze,0,Brownborough,Missouri
178,Michael,Smith,antoniojohnson@gmail.com,2023-08-30,58,Silver,0,Cynthiatown,Virginia
179,Matthew,Rose,allisonrichmond@hotmail.com,2025-03-12,45,Platinum,0,Markborough,Utah
180,Rebecca,Murray,rowenicole@warren.com,2023-04-26,66,Bronze,0,Brianfort,Alabama
181,David,Hoffman,wigginsgina@parrish.com,2023-08-25,70,Platinum,0,Lake Luisside,New York
182,Gina,Murray,michael06@mercado.net,2023-07-18,49,Silver,0,Bonillaville,Virginia
183,Andrea,Russell,heather81@hotmail.com,2023-07-18,33,Silver,1,North Michaelshire,South Carolina
184,Bernard,Brown,hannahmccarthy@yahoo.com,2022-09-01,54,Bronze,0,East Josephborough,New Mexico
185,William,Montgomery,ashley78@gmail.com,2024-01-07,74,Silver,0,New Austinberg,Tennessee
186,Sarah,Baker,edwardhill@graves.com,2025-04-20,31,Bronze,1,East Ashleymouth,Kansas
187,Margaret,Hernandez,banksmatthew@gmail.com,2023-09-07,71,Silver,1,Loriburgh,Iowa
188,Jose,Adams,davidharris@yahoo.com,2024-08-24,74,Gold,1,Ryanville,Florida
189,Rachael,Solis,floydkristen@huber-reyes.info,2023-12-22,33,Gold,0,East Theresastad,Tennessee
190,Michelle,Gordon,shannon46@yahoo.com,2025-06-13,45,Bronze,0,New Autumnside,Texas
191,Morgan,Williams,uhobbs@rhodes.com,2024-03-23,53,Bronze,0,Eduardoland,Texas
192,Victoria,Coleman,joshua87@george.com,2025-02-22,67,Bronze,0,Adamburgh,Alaska
193,Maria,Rhodes,christopherdavis@hotmail.com,2023-06-04,53,Platinum,0,Fraziershire,Oregon
194,Traci,Johnston,robynphillips@gmail.com,2025-09-28,34,Bronze,0,Youngberg,North Carolina
195,Evan,Fitzpatrick,roachsean@gmail.com,2023-10-05,30,Silver,0,Port Cindymouth,Rhode Island
196,William,Wong,feliciamayo@hotmail.com,2025-10-24,63,Bronze,1,Jenniferberg,New Jersey
197,Harry,Leonard,larry71@crane-patrick.org,2022-05-09,68,Silver,0,Stoneton,Oklahoma
198,Sarah,Ramirez,steven56@yahoo.com,2025-07-27,19,Bronze,1,Lake Megan,Connecticut
199,Chris,Hall,jonesdavid@hotmail.com,2024-03-01,62,Bronze,0,Lake Scott,New York
200,Daniel,Bean,omarshall@hood.com,2024-03-18,71,Gold,1,Gilbertville,Utah
201,Yvonne,Clark,kristen25@freeman-young.info,2025-09-16,66,Bronze,0,Bakerberg,Missouri
202,Carlos,Cortez,trivera@spears.com,2022-11-04,42,Platinum,0,Lake Claytonberg,New Hampshire
203,Matthew,Roberts,bradley85@hotmail.com,2024-08-20,30,Bronze,0,Velezfort,Connecticut
204,Roy,Willis,nicholaswhite@mendoza.com,2024-07-30,18,Bronze,0,North Steven,North Carolina
205,Brandon,Jones,melaniethompson@allen.com,2025-08-23,45,Gold,1,South Donnafurt,Georgia
206,Sandra,Garcia,simonkenneth@gmail.com,2024-07-10,55,Gold,0,New Brettchester,Arkansas
207,Julia,Salazar,richard59@patel.com,2024-09-06,70,Gold,0,Port Keith,Oklahoma
208,Robert,Nichols,kmartin@yahoo.com,2025-03-11,34,Bronze,0,Lake Bryanhaven,Hawaii
209,Caleb,Howard,lisa16@yahoo.com,2024-12-01,18,Platinum,0,Port Tanyafort,North Carolina
210,George,Greene,smithwilliam@french.com,2023-11-12,18,Silver,0,North Tyler,Vermont
211,Richard,Watts,garyhubbard@morse-hicks.com,2022-07-04,45,Bronze,0,Derekbury,New Jersey
212,Kathy,Ramirez,angelacochran@hotmail.com,2023-10-14,51,Bronze,0,South Angela,Michigan
213,Mary,Robinson,lori79@atkins-taylor.info,2023-08-01,67,Gold,0,Maureenville,North Carolina
214,Mitchell,Quinn,michael66@moon-warner.com,2024-04-17,22,Bronze,0,Travisfurt,North Carolina
215,Lori,Spencer,curtis70@yahoo.com,2025-07-09,34,Bronze,0,Wintersstad,Kansas
216,Michelle,Brown,jenniferbrown@stewart.com,2022-11-20,32,Silver,0,North Tabitha,Idaho
217,Daniel,Anderson,linda60@hotmail.com,2022-02-15,28,Bronze,0,East Connie,Florida
218,Adam,Jones,btucker@moreno.net,2024-12-15,51,Bronze,0,Port Jessetown,Oregon
219,Wendy,Buchanan,martingloria@stewart-medina.com,2022-09-12,47,Silver,0,Boydland,Colorado
220,Madison,Levy,williamlopez@jones.org,2025-09-01,51,Bronze,0,Morriston,Pennsylvania
221,William,Chan,morenobethany@bush.com,2022-09-27,41,Gold,0,Thompsonshire,West Virginia
222,Stephen,Bishop,justinholmes@lee.net,2022-08-21,59,Gold,1,South Amymouth,North Carolina
223,Megan,Williamson,gonzalesdavid@herman.com,2023-11-20,21,Bronze,0,South Shannon,South Carolina
224,John,Reid,chrisjacobs@gmail.com,2022-03-28,34,Bronze,0,South Jonathanmouth,Nevada
225,Suzanne,Burch,pamela16@meadows.com,2021-11-20,51,Silver,0,Douglasstad,Utah
226,Deanna,Huynh,bakerdaniel@hernandez.info,2025-03-27,60,Silver,0,Lake Rebecca,Maryland
227,Robert,Murray,robertschneider@mann.com,2022-02-09,64,Bronze,0,Waltonport,New Jersey
228,Jackson,Terrell,fmoyer@gmail.com,2025-02-17,48,Bronze,0,South Margaretberg,Colorado
229,Matthew,Ali,melaniemullins@hotmail.com,2022-06-07,21,Bronze,0,Hallland,South Dakota
230,David,Pennington,npowell@yahoo.com,2025-06-25,20,Gold,0,Markhaven,Alabama
231,Jill,Burton,castrotodd@osborne.com,2022-09-07,49,Bronze,0,East William,Tennessee
232,Curtis,Lopez,grodgers@gmail.com,2025-03-07,36,Gold,0,Lake Jennifermouth,New York
233,Dawn,Castaneda,james57@newman.com,2023-05-24,59,Bronze,0,West Steven,Utah
234,Jasmine,Powell,dmathis@gmail.com,2025-04-06,18,Silver,0,Emilyburgh,Connecticut
235,Kimberly,Woods,chapmanolivia@hotmail.com,2025-09-21,63,Bronze,0,Stephensborough,Iowa
236,Oscar,Norris,russellsalazar@hotmail.com,2025-01-28,62,Bronze,0,Huynhton,Wisconsin
237,Andrea,Phillips,foxkatherine@hotmail.com,2023-11-20,64,Silver,0,Edwardsmouth,North Carolina
238,Jessica,Mills,chenry@gross-richardson.com,2023-12-30,47,Bronze,0,Port Lauren,Louisiana
239,Deanna,Castro,matthew01@mora-rangel.com,2025-02-06,34,Bronze,0,Andrewton,Texas
240,Desiree,Baker,amberrobinson@fernandez.biz,2025-05-10,66,Silver,1,North Garystad,New Mexico
241,Kyle,Richardson,kyle45@austin.com,2023-08-13,64,Bronze,0,Port Moniqueside,New Hampshire
242,Courtney,Meyer,pwalters@johnson.com,2022-05-21,43,Silver,0,West Robinfurt,Virginia
243,Richard,Mosley,johnsondaniel@hotmail.com,2022-12-18,19,Silver,0,Wilsonshire,Alaska
244,James,Henderson,cooperjessica@gmail.com,2022-08-19,73,Bronze,0,South David,Connecticut
245,Steven,Johnson,jamessimpson@hotmail.com,2025-03-16,40,Silver,0,Port Cheyenne,Texas
246,Jessica,Williams,brenda37@yahoo.com,2021-11-08,62,Gold,0,West Grace,Florida
247,Jonathan,Clarke,david07@yahoo.com,2024-01-24,68,Bronze,0,Tashamouth,Arkansas
248,Jimmy,Johnston,marissastewart@hill.com,2025-06-17,54,Bronze,0,Rebekahview,Texas
249,Betty,Lee,dunndaniel@baker.com,2025-09-28,34,Bronze,0,New Shannon,California
250,Wayne,Bauer,travisschneider@gmail.com,2023-05-21,61,Bronze,0,Jonathanberg,Georgia
